,time,Backbone,C-alphas,Protein
0,0.0,4.174618951145804e-07,4.3659210030441286e-07,4.3331265325309016e-07
1,1.0000000328495406,0.6928302351363399,0.6749051169471871,0.9780482157484081
2,2.0000000656990813,0.6756866234209682,0.6554062913080484,1.0318596852783435
3,3.0000000985486217,0.763314715470252,0.742513067565575,1.1328645544387792
4,4.000000131398163,0.7292334151592385,0.7060439141787629,1.1513760963749227
5,5.000000164247703,0.7648258583268019,0.7420303237716067,1.1839390177518718
6,6.000000197097243,0.797043921546542,0.7790461817104251,1.2395549375532395
7,7.000000229946784,0.8126648370442189,0.796480223899074,1.265543941223895
8,8.000000262796325,0.8303352600743701,0.8147537155509195,1.2598901447542774
9,9.000000295645865,0.8385896406329272,0.8232676912164665,1.2935939462395438
10,10.000000328495407,0.8478483679540763,0.8238658179565705,1.3040146327976823
11,11.000000361344947,0.7949171841480143,0.7765786941454524,1.274672142668184
12,12.000000394194487,0.862280661901672,0.8407122396359004,1.319687439907125
13,13.000000427044029,0.7593728708639024,0.7404023676689021,1.2287985460837152
14,14.000000459893569,0.7848427514865436,0.7638872767055567,1.2977712589742105
15,15.00000049274311,0.8016666096644056,0.7776332443066385,1.2964131986856775
16,16.00000052559265,0.8192775250411343,0.8036142375019193,1.3040745915760341
17,17.000000558442192,0.8538595852758702,0.8354508892255935,1.3383025974728355
18,18.00000059129173,0.8505572316968049,0.8269956220760535,1.3570467860286592
19,19.000000624141272,0.8617557774091078,0.8410836998955319,1.360665197585736
20,20.000000656990814,0.8355446299075358,0.8207169839423294,1.3428368247104647
21,21.000000689840352,0.7966729949712855,0.7733333454101279,1.3199786190978224
22,22.000000722689894,0.825337927559638,0.7998113487787989,1.3435072482757162
23,23.000000755539435,0.8043045152851425,0.7825348072727734,1.347115582513746
24,24.000000788388974,0.815028642313867,0.7975680872027081,1.3670194174446793
25,25.000000821238515,0.8539909524741693,0.8339972644638441,1.383732173434195
26,26.000000854088057,0.8984320858854533,0.872823939431489,1.4087745185740612
27,27.0000008869376,0.911680884872182,0.8868690020788212,1.4184043405741065
28,28.000000919787137,0.8275800354333356,0.8051337388730534,1.3713146146996769
29,29.00000095263668,0.8488094932309554,0.8312684191752364,1.4189892237336883
30,30.00000098548622,0.9097723089900088,0.8910031131905513,1.4396045454540272
31,31.00000101833576,0.9323120373673053,0.9144916085425021,1.4762955184958557
32,32.0000010511853,0.9526956258514332,0.9388634898532134,1.4629045709461428
33,33.00000108403484,0.8963446086944711,0.8843010343373574,1.4564953257447675
34,34.000001116884384,0.9317330159076529,0.9209472274160745,1.4623145236768402
35,35.000001149733926,1.0551265224785453,1.039729446054921,1.5490403275664737
36,36.00000118258346,1.1725558570741832,1.151579731108581,1.6368611367705492
37,37.000001215433,1.1870984273547376,1.1692169614738614,1.672814117851372
38,38.000001248282544,1.1217750616138684,1.106396985862463,1.6474271365524413
39,39.000001281132086,1.3039107334830604,1.2920736890268365,1.7686476526897466
40,40.00000131398163,1.394140142613405,1.3845255318070095,1.847185329341042
41,41.00000134683117,1.417630690281458,1.408678119659922,1.8528765349928087
42,42.000001379680704,1.4168885935660265,1.4001427484206113,1.8228786151095902
43,43.000001412530246,1.4062649301254457,1.3956657906263594,1.8466373178108355
44,44.00000144537979,1.6026533510417726,1.5952310148975517,1.9870203100952126
45,45.00000147822933,1.5347775985079164,1.5290254300407569,1.9529433623722585
46,46.00000151107887,1.461595346946409,1.4466685941549267,1.8722697279892064
47,47.00000154392841,1.4404862015970903,1.4303239003147108,1.892455280777095
48,48.00000157677795,1.5263393262401683,1.5190184986081599,1.9482372393125886
49,49.00000160962749,1.4092532974296943,1.39527045841777,1.822652726201476
50,50.00000164247703,1.2883221450374642,1.2739390883938648,1.7565483372302253
51,51.00000167532657,1.2358713673360282,1.220031605722725,1.7109757542334303
52,52.000001708176114,1.3340973765788455,1.3153878392072975,1.7809381660690993
53,53.000001741025656,1.218397685250231,1.2047523132466655,1.7165870627126611
54,54.0000017738752,1.3034000410075957,1.2856165231644963,1.7852083675479762
55,55.00000180672473,1.3196242039818329,1.3027500150137252,1.7922361266524949
56,56.000001839574274,1.305042888949512,1.2868385533034392,1.7976753730020205
57,57.000001872423816,1.1051628232510113,1.0800678128765224,1.663914063226802
58,58.00000190527336,1.1594728635175042,1.1399448710925977,1.6753456565188618
59,59.0000019381229,1.0863842256767222,1.0671039563075626,1.625784028708354
60,60.00000197097244,1.118024230999074,1.0946174664899817,1.6383996305872777
61,61.000002003821976,1.1914421100596295,1.171810987935232,1.7068894021997183
62,62.00000203667152,1.1589882162996836,1.1416878099529306,1.7034500341093703
63,63.00000206952106,1.1750098407048366,1.1623157003471494,1.7263183179533395
64,64.0000021023706,1.1542083841996467,1.137077863764515,1.7033856477535299
65,65.00000213522014,1.1842012025702968,1.1624452672078582,1.7268158824112712
66,66.00000216806968,1.3412895544562173,1.3194502788636138,1.8381918217979025
67,67.00000220091923,1.210876981553272,1.1959808693831957,1.7500059870375566
68,68.00000223376877,1.1731241241584847,1.1485873695598485,1.747584939509547
69,69.00000226661831,1.1449241016596443,1.129582496418093,1.6989732966511624
70,70.00000229946785,1.1262965539693715,1.105595735803478,1.6766300294175447
71,71.00000233231738,1.1881971647359775,1.17097643091454,1.7378122663801192
72,72.00000236516692,1.0896645715538211,1.065347450376316,1.6700067568685493
73,73.00000239801646,1.1021826401278458,1.0789151691109848,1.6512184479494145
74,74.000002430866,1.0978440910567302,1.0777500949952474,1.672839293424326
75,75.00000246371555,1.0806587059152268,1.0578344312303714,1.6413651877526907
76,76.00000249656509,1.14636659242281,1.129684378548277,1.7019046665591524
77,77.00000252941463,1.2579773170037833,1.23995961589215,1.7476643322162602
78,78.00000256226417,1.3059327205007385,1.2948320329155132,1.8128601204580659
79,79.00000259511371,1.2866914382073322,1.2721601411397465,1.8035647327690376
80,80.00000262796326,1.2142238878793459,1.1979901577523024,1.7390623762996473
81,81.0000026608128,1.3545730911478882,1.3419588808377136,1.865551197238384
82,82.00000269366234,1.2607238938762217,1.2480211932211065,1.7860398744906365
83,83.00000272651188,1.1047341155351116,1.0810746279786914,1.6785749680696982
84,84.00000275936141,0.9375753378551221,0.9102649200694697,1.5761594380388935
85,85.00000279221095,1.022713203097974,0.9972606084748799,1.6079585882935916
86,86.00000282506049,1.0423669329666274,1.0289991771695324,1.6517193240134556
87,87.00000285791003,1.0569146173364632,1.0442275611231164,1.663871561077154
88,88.00000289075957,1.1082289802147858,1.0866687304370333,1.6783964477624846
89,89.00000292360912,1.0300586840473576,1.00967763981344,1.6153589597731068
90,90.00000295645866,1.0926011427344609,1.069658088991221,1.6587803636741982
91,91.0000029893082,1.0897260939040938,1.0763083133783864,1.700482672861547
92,92.00000302215774,1.081552771673338,1.065433007351731,1.681805534435291
93,93.00000305500728,1.0674841621015012,1.0553245598913137,1.6789247912583642
94,94.00000308785683,1.1303302090324625,1.1071397124531568,1.693788675829663
95,95.00000312070637,1.1331887353240853,1.121861875665757,1.7253360980614552
96,96.0000031535559,1.080339423750294,1.062690862207451,1.6914375277255362
97,97.00000318640544,1.1300864564364503,1.110150727108108,1.6989581968293006
98,98.00000321925498,1.1863243826068404,1.1736804780965882,1.7257559384002672
99,99.00000325210452,1.1108964413333708,1.100724886664757,1.6882449464002938
100,100.00000328495406,1.1309024723365113,1.114541443677865,1.6762368953917612
101,101.0000033178036,1.0800213225641615,1.0611159042652376,1.648759055751329
102,102.00000335065315,1.0567328410858805,1.0369545336003285,1.644325685008956
103,103.00000338350269,0.9634713540387706,0.9405051700219285,1.58744941447367
104,104.00000341635223,1.0081560012432256,0.9884278149737171,1.6332410912518867
105,105.00000344920177,0.9657865633061532,0.952259765646482,1.6115252832299858
106,106.00000348205131,1.0171814637001604,1.0030382497748478,1.6147494165426037
107,107.00000351490085,0.971322943941588,0.9507701822818635,1.5968014464039433
108,108.0000035477504,0.9724533100999414,0.9541024803706898,1.5898518672704183
109,109.00000358059992,1.0203306629943405,1.0027374717229245,1.6150362957168538
110,110.00000361344946,1.1432622098112344,1.1247817388584167,1.7095500183450483
111,111.000003646299,1.2024824492811257,1.1903879120168608,1.7602488772528866
112,112.00000367914855,1.065822716084047,1.0545136347257522,1.698390695020878
113,113.00000371199809,1.075980656002007,1.0593189802234972,1.698493467816478
114,114.00000374484763,1.0621185268584827,1.0452965015262023,1.6717278723329332
115,115.00000377769717,0.9994941433622812,0.9764982999575567,1.636490445758988
116,116.00000381054672,1.0040253593395332,0.9834728162070993,1.6423315662670637
117,117.00000384339626,1.0105778508917482,0.9873328731161691,1.6198597323347477
118,118.0000038762458,1.0206054579679105,1.0002820206246144,1.6412489700141466
119,119.00000390909534,0.9421315249275226,0.92227374444882,1.597116763671941
120,120.00000394194488,0.9802651059689407,0.9717188239104888,1.6265687519666165
121,121.00000397479442,0.9239701960256308,0.9030305606355489,1.5858641517975174
122,122.00000400764395,1.0386298269979142,1.0257200019336252,1.6591095224535575
123,123.0000040404935,1.0069086445885636,0.9888149645018856,1.638142291496223
124,124.00000407334304,0.9969085628558862,0.9717008617998901,1.6452350104836033
125,125.00000410619258,0.9812395954575001,0.9572546291747004,1.632787803058752
126,126.00000413904212,0.9671424364773626,0.9466792848781975,1.6284966050353038
127,127.00000417189166,0.9161358372438938,0.8901877580442515,1.59977139861333
128,128.0000042047412,1.052859674600818,1.0365503241724807,1.6872725940643718
129,129.00000423759073,1.0056789152068484,0.9858806264933331,1.6477142742819006
130,130.0000042704403,1.123541542710926,1.1027788356440504,1.7130403024715284
131,131.0000043032898,1.1691430292932696,1.1466731614099208,1.7558912420339259
132,132.00000433613937,1.1096716139458034,1.0881126808085182,1.7047532884812913
133,133.0000043689889,1.1087820433959379,1.0951323966401953,1.7170912752745306
134,134.00000440183845,1.0395505429448049,1.0201475725519045,1.6701378330736394
135,135.00000443468798,1.052057245773145,1.036639050437103,1.7050679361199845
136,136.00000446753754,0.9838563044357069,0.9552863927086603,1.6307993142068642
137,137.00000450038706,1.016680095759709,0.984099853382341,1.6218813068964637
138,138.00000453323662,1.037528438157878,1.0109795759285893,1.6388180438819973
